"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"899,999,068","ECOPETROL S.A.","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$144.82","$33.41","$216.85","$125.81","$91.03","2,022"
"900,112,515","REFINERIA DE CARTAGENA S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","1,921","MANUFACTURA","$27.86","$2.19","$42.84","$16.48","$26.36","2,022"
"830,095,213","ORGANIZACIÓN TERPEL S.A.","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$23.60","$0.33","$7.48","$4.47","$3.01","2,022"
"860,069,804","CARBONES DEL CERREJON LIMITED","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","510","MINERO","$16.39","$6.05","$10.45","$9.00","$1.45","2,022"
"800,021,308","DRUMMOND LTD","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","510","MINERO","$15.27","$2.16","$14.27","$6.34","$7.93","2,022"
"890,900,608","ALMACENES EXITO S.A.","SUPERFINANCIERA","ANTIOQUIA","ANTIOQUIA","ENVIGADO","4,711","COMERCIO","$15.13","$0.10","$14.85","$7.62","$7.23","2,022"
"890,904,996","EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P.","SUPERFINANCIERA","ANTIOQUIA","ANTIOQUIA","MEDELLIN","3,513","SERVICIOS","$15.07","$3.04","$59.47","$30.24","$29.23","2,022"
"900,156,264","NUEVA EPS S.A.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,430","SERVICIOS","$14.78","$0.01","$5.91","$5.43","$0.49","2,022"
"800,153,993","COMUNICACIÓN CELULAR S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,120","SERVICIOS","$14.63","$1.79","$23.43","$14.67","$8.76","2,022"
"900,276,962","D1 S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,711","COMERCIO","$13.96","$0.29","$4.90","$4.75","$0.15","2,022"
"890,100,577","AVIANCA","SUPERTRANSPORTE","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,111","SERVICIOS","$11.44","-$0.80","$17.89","$19.33","-$1.45","2,022"
"890,900,943","COLOMBIANA DE COMERCIO S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,741","COMERCIO","$11.14","$0.34","$6.14","$3.96","$2.18","2,022"
"860,063,875","EMGESA S.A. E.S.P.","SUPERSERVICIOS","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","3,511","SERVICIOS","$10.87","$2.86","$27.06","$11.89","$15.17","2,022"
"900,818,921","KOPPS COMMERCIAL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,632","COMERCIO","$9.66","$0.88","$5.05","$3.98","$1.07","2,022"
"800,088,702","EPS SURA","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,430","SERVICIOS","$9.30","-$0.14","$2.10","$1.87","$0.24","2,022"
"800,251,440","E.P.S. SANITAS S.A.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,430","SERVICIOS","$8.72","-$0.30","$2.47","$2.39","$0.08","2,022"
"900,480,569","JERONIMO MARTINS COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,711","COMERCIO","$8.62","-$0.23","$5.20","$5.10","$0.10","2,022"
"900,531,210","CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,930","SERVICIOS","$8.53","$4.58","$19.56","$2.35","$17.21","2,022"
"830,122,566","COLOMBIA TELECOMUNICACIONES S.A. E.S.P. - TELEFONICA","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,110","SERVICIOS","$7.86","-$0.07","$14.83","$10.07","$4.75","2,022"
"890,107,487","SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,711","COMERCIO","$7.78","$0.14","$5.30","$3.28","$2.02","2,022"
"860,002,554","PRIMAX COLOMBIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$7.76","$0.05","$1.74","$1.27","$0.47","2,022"
"830,078,038","CERREJON ZONA NORTE S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","510","MINERO","$7.20","$2.84","$7.95","$3.36","$4.59","2,022"
"860,005,224","BAVARIA & COMPAÑIA S.C.A","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,103","MANUFACTURA","$6.96","$1.72","$10.68","$7.53","$3.15","2,022"
"900,585,067","C.I. TRAFIGURA PETROLEUM COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$6.57","-$0.03","$0.94","$0.91","$0.03","2,022"
"800,130,907","SALUD TOTAL S.A. EPS","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,430","SERVICIOS","$6.21","$0.17","$3.22","$2.81","$0.41","2,022"
"800,242,106","SODIMAC COLOMBIA S.A.","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,774","COMERCIO","$5.99","$0.31","$3.79","$2.34","$1.45","2,022"
"800,251,163","OLEODUCTO CENTRAL S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,930","SERVICIOS","$5.52","$2.84","$8.71","$3.83","$4.88","2,022"
"900,268,747","PAREX RESOURCES (COLOMBIA) AG SUCURSAL","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$5.50","$2.49","$11.62","$5.53","$6.09","2,022"
"830,126,302","FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$5.15","$1.62","$8.70","$2.07","$6.63","2,022"
"800,249,860","CELSIA COLOMBIA S.A. E.S.P. ANTES EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.- EPSA","SUPERFINANCIERA","COSTA PACÍFICA","VALLE","YUMBO","3,513","SERVICIOS","$4.92","$0.47","$11.11","$6.63","$4.48","2,022"
"811,000,740","ISAGEN S.A. E.S.P.","SUPERFINANCIERA","ANTIOQUIA","ANTIOQUIA","MEDELLIN","3,511","SERVICIOS","$4.82","$1.23","$23.81","$18.24","$5.56","2,022"
"900,331,322","VERANO ENERGY (SWITZERLAND) AG SUCURSAL","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$4.72","$0.78","$12.25","$9.46","$2.79","2,022"
"900,155,107","CENCOSUD COLOMBIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,711","COMERCIO","$4.64","-$0.01","$5.81","$1.82","$3.98","2,022"
"860,005,223","CHEVRON PETROLEUM COMPANY","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$4.47","-$0.06","$1.45","$1.37","$0.08","2,022"
"860,066,942","COMPENSAR","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","7,010","SERVICIOS","$4.42","-$0.13","$1.91","$1.41","$0.50","2,022"
"830,028,931","SAMSUNG ELECTRONICS COLOMBIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,652","COMERCIO","$4.34","$0.03","$1.87","$1.62","$0.25","2,022"
"900,604,350","SAVIA SALUD EPS","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,430","SERVICIOS","$2.51","-$0.15","$0.22","$0.79","-$0.57","2,022"
"800,149,695","DROGUERIAS Y FARMACIAS CRUZ VERDE S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,773","COMERCIO","$4.28","$0.03","$2.86","$2.42","$0.44","2,022"
"900,493,698","GEOPARK COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$4.14","$1.21","$4.60","$2.53","$2.07","2,022"
"900,226,715","COOSALUD","SUPERSALUD","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","8,430","SERVICIOS","$4.08","$0.12","$1.12","$0.79","$0.33","2,022"
"890,903,858","INDUSTRIA NACIONAL DE GASEOSAS S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,104","MANUFACTURA","$4.05","$0.04","$2.34","$1.48","$0.86","2,022"
"830,003,564","FAMISANAR LTDA. CAFAM - COLSUBSIDIO E.P.S.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,430","SERVICIOS","$3.97","-$0.70","$0.95","$2.04","-$1.09","2,022"
"860,069,378","CERRO MATOSO S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","723","MINERO","$3.90","$1.29","$3.47","$1.55","$1.92","2,022"
"860,025,792","RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","2,910","MANUFACTURA","$3.73","$0.19","$1.04","$0.65","$0.39","2,022"
"800,059,470","ESENTTIA S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","2,013","MANUFACTURA","$3.70","$0.25","$3.67","$0.63","$3.04","2,022"
"899,999,082","GRUPO ENERGÍA DE BOGOTÁ S.A. E.S.P.","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","3,512","SERVICIOS","$3.59","$2.85","$31.51","$11.01","$20.50","2,022"
"900,780,510","AUTOMOTORES TOYOTA COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,511","COMERCIO","$3.58","$0.15","$0.67","$0.48","$0.19","2,022"
"860,002,304","GENERAL MOTORS COLMOTORES S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","2,910","MANUFACTURA","$3.57","$0.07","$2.13","$1.40","$0.73","2,022"
"890,901,271","CONTEGRAL S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","1,090","MANUFACTURA","$3.52","$0.11","$1.30","$0.78","$0.52","2,022"
"816,001,182","AUDIFARMA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$3.50","$0.05","$2.40","$2.20","$0.20","2,022"
"860,026,895","ITALCOL S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,090","MANUFACTURA","$3.44","$0.06","$1.02","$0.65","$0.37","2,022"
"800,007,813","VANTI S.A. E.S.P.","SUPERSERVICIOS","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","3,520","SERVICIOS","$3.37","$0.27","$1.82","$1.23","$0.59","2,022"
"806,008,394","MUTUAL SER","SUPERSALUD","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","8,430","SERVICIOS","$3.37","$0.00","$0.66","$0.45","$0.21","2,022"
"860,016,610","INTERCONEXIÓN ELÉCTRICA S.A. E.S.P. - ISA","SUPERFINANCIERA","ANTIOQUIA","ANTIOQUIA","MEDELLIN","3,512","SERVICIOS","$3.32","$2.19","$25.49","$7.04","$18.45","2,022"
"860,072,134","HOCOL S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$3.25","$0.53","$4.87","$2.06","$2.81","2,022"
"901,421,912","JGDB HOLDING S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,499","SERVICIOS","$3.09","$2.28","$10.80","$5.61","$5.19","2,022"
"830,136,799","BIOMAX BIOCOMBUSTIBLES S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$3.09","$0.08","$1.47","$1.00","$0.47","2,022"
"860,041,312","C.I. PRODECO S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","510","MINERO","$2.82","$0.98","$2.37","$0.57","$1.79","2,022"
"890,300,466","TECNOQUIMICAS S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","4,669","COMERCIO","$2.82","$0.40","$3.60","$1.08","$2.52","2,022"
"890,304,130","ALIMENTOS CARNICOS S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,011","MANUFACTURA","$2.78","$0.16","$3.04","$1.65","$1.39","2,022"
"900,646,156","TRAFIGURA MARKETING COLOMBIA S.A.S. E.S.P","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$2.77","-$0.04","$1.00","$1.07","-$0.07","2,022"
"811,009,788","DISTRACOM S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,731","COMERCIO","$2.77","$0.10","$1.48","$0.55","$0.93","2,022"
"900,092,385","UNE EPM TELECOMUNICACIONES S.A.","SUPERFINANCIERA","ANTIOQUIA","ANTIOQUIA","MEDELLIN","6,110","SERVICIOS","$2.76","-$0.47","$5.30","$4.74","$0.56","2,022"
"860,006,333","YARA COLOMBIA S.A.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","2,012","MANUFACTURA","$2.75","$0.38","$1.69","$0.64","$1.05","2,022"
"860,007,277","MEXICHEM RESINAS COLOMBIA S.A.S.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","CARTAGENA","2,013","MANUFACTURA","$2.73","$0.20","$1.19","$0.25","$0.94","2,022"
"890,900,291","SOLLA S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ITAGUI","1,090","MANUFACTURA","$2.67","$0.09","$1.08","$0.68","$0.40","2,022"
"860,004,828","ALIMENTOS FINCA S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ENVIGADO","1,090","MANUFACTURA","$2.64","$0.06","$1.19","$0.76","$0.43","2,022"
"900,323,853","TELEPERFORMANCE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,220","SERVICIOS","$2.63","$0.28","$1.42","$0.55","$0.87","2,022"
"830,114,921","COLOMBIA MOVIL S.A. E S P","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","6,120","SERVICIOS","$2.62","-$0.25","$4.41","$4.39","$0.01","2,022"
"890,903,939","POSTOBON S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,104","MANUFACTURA","$2.60","$0.01","$3.43","$1.97","$1.46","2,022"
"860,078,828","COLSANITAS","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,699","SERVICIOS","$2.55","$0.13","$2.06","$1.07","$0.99","2,022"
"860,001,697","GASEOSAS LUX S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,104","MANUFACTURA","$2.55","$0.09","$2.07","$1.11","$0.96","2,022"
"890,912,462","TAMPA CARGO S.A.S.","SUPERTRANSPORTE","ANTIOQUIA","ANTIOQUIA","RIONEGRO","5,111","SERVICIOS","$2.55","$0.12","$2.66","$1.57","$1.09","2,022"
"901,021,565","EMSSANAR ESS","SUPERSALUD","COSTA PACÍFICA","NARIÑO","PASTO","8,699","SERVICIOS","$2.53","-$0.42","$0.36","$1.82","-$1.46","2,022"
"900,017,447","FALABELLA DE COLOMBIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,719","COMERCIO","$2.52","$0.05","$1.45","$1.12","$0.33","2,022"
"890,301,884","COLOMBINA S.A.","SUPERFINANCIERA","COSTA PACÍFICA","VALLE","ZARZAL","1,082","MANUFACTURA","$2.49","$0.16","$2.26","$1.72","$0.54","2,022"
"900,935,126","ASMET SALUD","SUPERSALUD","COSTA PACÍFICA","CAUCA","POPAYAN","8,430","SERVICIOS","$2.49","-$0.03","$0.27","$1.04","-$0.77","2,022"
"890,100,251","CEMENTOS ARGOS S.A.","SUPERFINANCIERA","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","2,394","MANUFACTURA","$2.48","$0.14","$17.45","$6.15","$11.30","2,022"
"890,112,475","CI ENERGIA SOLAR S.A.S. ESWINDOWS","SUPERSOCIEDADES","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","2,511","MANUFACTURA","$2.47","$0.37","$1.61","$0.85","$0.76","2,022"
"860,031,606","DIANA CORPORACION S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,051","MANUFACTURA","$2.43","$0.02","$1.33","$1.05","$0.28","2,022"
"901,526,800","MARVAL HOLDING S.A.S.","SUPERSOCIEDADES","CENTRO - ORIENTE","SANTANDER","BUCARAMANGA","4,111","CONSTRUCCIÓN","$2.30","$2.31","$2.16","$0.02","$2.14","2,022"
"860,053,930","SIERRACOL ENERGY ARAUCA, LLC.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$2.28","$0.97","$1.10","$0.85","$0.25","2,022"
"901,210,452","TERPEL EXPORTACIONES C.I. S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,731","COMERCIO","$2.27","$0.02","$0.19","$0.16","$0.03","2,022"
"800,216,181","GRUPO AVAL ACCIONES Y VALORES S.A.","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,799","COMERCIO","$2.26","$2.54","$20.04","$3.07","$16.96","2,022"
"891,304,762","ITALCOL DE OCCIDENTE S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","PALMIRA","1,090","MANUFACTURA","$2.25","$0.07","$0.70","$0.37","$0.33","2,022"
"800,011,987","TENARIS TUBOCARIBE LIMITADA.","SUPERSOCIEDADES","COSTA ATLÁNTICA","BOLIVAR","TURBACO","2,592","MANUFACTURA","$2.21","$0.30","$2.54","$1.23","$1.31","2,022"
"860,025,900","ALPINA PRODUCTOS ALIMENTICIOS S.A.","SUPERFINANCIERA","BOGOTÁ - CUNDINAMARCA","CUNDINAMARCA","SOPO","1,040","MANUFACTURA","$2.16","$0.10","$1.58","$1.34","$0.24","2,022"
"890,201,881","AVIDESA MAC POLLO S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","145","AGROPECUARIO","$2.11","$0.17","$0.91","$0.30","$0.62","2,022"
"900,736,182","APPLE COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,651","COMERCIO","$2.10","$0.00","$0.60","$0.58","$0.02","2,022"
"860,002,130","NESTLE DE COLOMBIA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,089","MANUFACTURA","$2.09","$0.17","$1.29","$1.07","$0.21","2,022"
"890,903,532","INDUSTRIA COLOMBIANA DE CAFE S.A.S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,062","MANUFACTURA","$2.05","$0.01","$2.43","$1.61","$0.81","2,022"
"860,004,864","SIERRACOL ENERGY ANDINA, LLC.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$2.02","$0.40","$3.64","$1.49","$2.14","2,022"
"800,141,770","C.I. ACEPALMA S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,620","COMERCIO","$2.02","$0.03","$0.41","$0.32","$0.09","2,022"
"860,000,996","RACAFE & COMPAÑIA SCARACAFE & COMPAÑIA SCA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,061","MANUFACTURA","$2.00","$0.02","$0.70","$0.58","$0.11","2,022"
"890,300,546","COLGATE PALMOLIVE COMPAÑIA","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","2,023","MANUFACTURA","$1.99","$0.07","$1.00","$0.75","$0.25","2,022"
"890,105,526","PROMIGAS S.A. E.S.P.","SUPERFINANCIERA","COSTA ATLÁNTICA","ATLANTICO","BARRANQUILLA","4,930","SERVICIOS","$1.99","$1.12","$11.19","$5.49","$5.70","2,022"
"900,319,753","PRICESMART COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,711","COMERCIO","$1.99","$0.00","$1.10","$0.62","$0.48","2,022"
"800,197,463","POLLOS EL BUCANERO S.A.","SUPERSOCIEDADES","COSTA PACÍFICA","VALLE","CALI","1,011","MANUFACTURA","$1.96","-$0.19","$1.74","$1.20","$0.53","2,022"
"890,920,304","PEPSICO ALIMENTOS COLOMBIA LIMITADA.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,089","MANUFACTURA","$1.95","$0.06","$0.62","$0.38","$0.24","2,022"
"900,110,594","OLAM AGRO COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,061","MANUFACTURA","$1.94","$0.01","$0.42","$0.35","$0.07","2,022"
"860,002,518","UNILEVER ANDINA COLOMBIA LIMITADA.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,645","COMERCIO","$1.93","$0.08","$1.42","$0.84","$0.57","2,022"
"900,777,972","C.I. TRAFIGURA COAL COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,641","COMERCIO","$1.92","$0.00","$0.32","$0.32","-$0.00","2,022"
"890,900,161","PRODUCTOS FAMILIA S.A.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","1,709","MANUFACTURA","$1.91","$0.32","$3.07","$0.60","$2.47","2,022"
"900,291,798","CI ADM COLOMBIA LIMITADA.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,620","COMERCIO","$1.91","$0.01","$0.41","$0.34","$0.07","2,022"
"900,166,687","CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","722","MINERO","$1.88","$0.13","$5.54","$3.33","$2.21","2,022"
"900,196,778","ONGC VIDESH LIMITED SUCURSAL COLOMBIANA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$1.88","$0.49","$1.80","$1.85","-$0.04","2,022"
"860,513,970","COMERCIALIZADORA INTERNACIONAL MILPA SOCIEDAD ANONIMA","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,661","COMERCIO","$1.85","$0.32","$1.39","$0.60","$0.79","2,022"
"890,904,224","C.I. UNIÓN DE BANANERO DE URABÁ S.A. - UNIBVA","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","MEDELLIN","4,631","COMERCIO","$1.85","-$0.05","$1.18","$0.60","$0.58","2,022"
"891,100,445","ORF S.A.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","1,051","MANUFACTURA","$1.84","$0.10","$1.51","$0.81","$0.70","2,022"
"900,298,372","CAPITAL SALUD EPSS S.A.S.","SUPERSALUD","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","8,430","SERVICIOS","$1.84","$0.00","$0.42","$0.39","$0.03","2,022"
"900,099,234","SUCDEN COLOMBIA S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","4,620","COMERCIO","$1.79","$0.00","$0.25","$0.24","$0.01","2,022"
"800,039,996","KUEHNE+ NAGEL S.A.S.","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,229","SERVICIOS","$1.79","$0.04","$0.38","$0.28","$0.10","2,022"
"860,516,431","GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL","SUPERSOCIEDADES","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","610","MINERO","$1.78","$0.45","$3.17","$1.22","$1.95","2,022"
"830,019,189","AIRES LATAM AIRLINES COLOMBIA","SUPERTRANSPORTE","BOGOTÁ - CUNDINAMARCA","BOGOTA D.C.","BOGOTA, D.C.","5,111","SERVICIOS","$1.78","-$0.42","$0.94","$1.44","-$0.49","2,022"
"800,149,384","CLINICA COLSANITAS S.A.","SUPERSALUD","ANTIOQUIA","ANTIOQUIA","MEDELLIN","8,610","SERVICIOS","$1.77","$0.07","$1.29","$0.73","$0.56","2,022"
"890,932,389","TERNIUM COLOMBIA S. A. S.","SUPERSOCIEDADES","ANTIOQUIA","ANTIOQUIA","ITAGUI","4,663","COMERCIO","$1.73","$0.04","$1.31","$0.53","$0.77","2,022"
